# Amateur (Ham) Radio Spot Count File
#
# sDate: 2014-04-01 00:00:00
# eDate: 2014-05-01 00:00:00
# rgc_lim: None
# filter_regions: ['US', 'Europe']
# filter_region_kind: mids
# bands: [7, 14]
# bin_size: 0:01:00
# Sources: ['WSPR', 'RBN']
#
datetime_ut,7MHz-US,14MHz-US,7MHz-Europe,14MHz-Europe
2014-04-25 14:39:00,1,7,5,9
2014-04-25 14:40:00,5,37,21,120
2014-04-25 14:41:00,0,9,24,24
2014-04-25 14:42:00,13,69,31,130
2014-04-25 14:43:00,2,2,17,13
2014-04-25 14:44:00,0,51,28,127
2014-04-25 14:45:00,2,22,6,16
2014-04-25 14:46:00,1,74,48,139
2014-04-25 14:47:00,2,4,20,48
2014-04-25 14:48:00,2,58,21,87
2014-04-25 14:49:00,0,2,5,57
2014-04-25 14:50:00,9,84,22,176
2014-04-25 14:51:00,1,2,25,37
2014-04-25 14:52:00,0,57,45,162
2014-04-25 14:53:00,4,17,8,7
2014-04-25 14:54:00,1,58,19,99
2014-04-25 14:55:00,0,2,5,20
2014-04-25 14:56:00,1,72,13,92
2014-04-25 14:57:00,0,11,24,50
2014-04-25 14:58:00,4,51,33,103
2014-04-25 14:59:00,3,13,2,47
2014-04-25 15:00:00,5,47,16,122
2014-04-25 15:01:00,1,30,5,30
2014-04-25 15:02:00,0,80,28,97
2014-04-25 15:03:00,10,4,18,39
2014-04-25 15:04:00,2,59,15,113
2014-04-25 15:05:00,0,12,4,23
2014-04-25 15:06:00,4,36,19,92
2014-04-25 15:07:00,9,20,15,31
2014-04-25 15:08:00,2,46,33,83
2014-04-25 15:09:00,3,6,10,6
2014-04-25 15:10:00,11,77,20,118
2014-04-25 15:11:00,4,2,19,17
2014-04-25 15:12:00,4,62,17,155
2014-04-25 15:13:00,8,8,10,70
2014-04-25 15:14:00,1,60,48,69
2014-04-25 15:15:00,2,5,21,71
2014-04-25 15:16:00,7,19,45,96
2014-04-25 15:17:00,1,5,3,23
2014-04-25 15:18:00,1,53,65,118
2014-04-25 15:19:00,2,3,27,20
2014-04-25 15:20:00,5,45,36,101
2014-04-25 15:21:00,0,5,5,42
2014-04-25 15:22:00,8,35,26,111
2014-04-25 15:23:00,1,1,11,31
2014-04-25 15:24:00,4,41,10,126
2014-04-25 15:25:00,0,24,9,50
2014-04-25 15:26:00,2,49,35,125
2014-04-25 15:27:00,1,3,15,34
2014-04-25 15:28:00,1,56,28,77
2014-04-25 15:29:00,4,6,12,29
2014-04-25 15:30:00,3,56,44,80
2014-04-25 15:31:00,0,18,8,18
2014-04-25 15:32:00,0,59,23,117
2014-04-25 15:33:00,1,10,12,15
2014-04-25 15:34:00,6,52,22,77
2014-04-25 15:35:00,0,12,36,66
2014-04-25 15:36:00,3,16,49,126
2014-04-25 15:37:00,0,0,16,15
2014-04-25 15:38:00,1,61,55,129
2014-04-25 15:39:00,0,8,24,61
2014-04-25 15:40:00,4,32,31,104
2014-04-25 15:41:00,1,2,10,54
2014-04-25 15:42:00,6,76,37,108
2014-04-25 15:43:00,4,5,11,64
2014-04-25 15:44:00,1,45,47,173
2014-04-25 15:45:00,4,25,12,70
2014-04-25 15:46:00,2,94,52,135
2014-04-25 15:47:00,0,2,39,40
2014-04-25 15:48:00,3,31,40,127
2014-04-25 15:49:00,0,7,11,45
2014-04-25 15:50:00,3,62,54,104
2014-04-25 15:51:00,3,2,38,39
2014-04-25 15:52:00,1,31,38,100
2014-04-25 15:53:00,0,8,12,70
2014-04-25 15:54:00,1,59,27,131
2014-04-25 15:55:00,0,21,53,58
2014-04-25 15:56:00,7,35,25,145
2014-04-25 15:57:00,1,6,22,34
2014-04-25 15:58:00,0,52,31,151
2014-04-25 15:59:00,0,5,13,14
2014-04-25 16:00:00,18,48,46,108
2014-04-25 16:01:00,2,2,19,7
2014-04-25 16:02:00,1,40,54,60
2014-04-25 16:03:00,1,22,20,38
2014-04-25 16:04:00,1,40,53,144
2014-04-25 16:05:00,10,7,33,30
2014-04-25 16:06:00,2,36,18,132
2014-04-25 16:07:00,3,8,1,40
2014-04-25 16:08:00,1,58,42,123
2014-04-25 16:09:00,0,18,9,56
2014-04-25 16:10:00,5,72,25,110
2014-04-25 16:11:00,0,3,13,67
2014-04-25 16:12:00,5,20,34,96
2014-04-25 16:13:00,1,0,39,36
2014-04-25 16:14:00,0,48,34,140
2014-04-25 16:15:00,1,0,18,28
2014-04-25 16:16:00,1,50,30,116
2014-04-25 16:17:00,2,5,34,12
2014-04-25 16:18:00,2,39,61,169
2014-04-25 16:19:00,0,0,14,11
2014-04-25 16:20:00,2,19,74,152
2014-04-25 16:21:00,0,0,48,75
2014-04-25 16:22:00,2,19,62,90
2014-04-25 16:23:00,0,0,18,27
2014-04-25 16:24:00,2,62,29,105
2014-04-25 16:25:00,3,10,20,12
2014-04-25 16:26:00,0,61,50,120
2014-04-25 16:27:00,2,3,6,21
2014-04-25 16:28:00,15,12,45,106
2014-04-25 16:29:00,4,1,17,48
2014-04-25 16:30:00,6,5,23,178
2014-04-25 16:31:00,5,0,36,28
2014-04-25 16:32:00,2,36,56,135
2014-04-25 16:33:00,0,7,21,38
2014-04-25 16:34:00,1,27,16,126
2014-04-25 16:35:00,0,0,12,8
2014-04-25 16:36:00,2,56,39,105
2014-04-25 16:37:00,0,0,18,23
2014-04-25 16:38:00,0,47,47,172
2014-04-25 16:39:00,1,0,15,45
2014-04-25 16:40:00,3,33,15,172
2014-04-25 16:41:00,0,0,3,9
2014-04-25 16:42:00,1,31,58,111
2014-04-25 16:43:00,0,1,40,31
2014-04-25 16:44:00,2,20,33,203
2014-04-25 16:45:00,0,0,30,57
2014-04-25 16:46:00,1,57,37,135
2014-04-25 16:47:00,1,1,12,31
2014-04-25 16:48:00,0,50,44,185
2014-04-25 16:49:00,0,2,13,25
2014-04-25 16:50:00,1,57,25,133
2014-04-25 16:51:00,4,3,18,4
2014-04-25 16:52:00,0,37,46,165
2014-04-25 16:53:00,0,3,41,12
2014-04-25 16:54:00,1,51,28,96
2014-04-25 16:55:00,2,2,30,18
2014-04-25 16:56:00,14,38,17,168
2014-04-25 16:57:00,2,1,4,61
2014-04-25 16:58:00,7,21,50,150
2014-04-25 16:59:00,1,0,25,11
2014-04-25 17:00:00,4,31,29,187
2014-04-25 17:01:00,2,12,9,24
2014-04-25 17:02:00,0,50,39,121
2014-04-25 17:03:00,6,6,1,11
2014-04-25 17:04:00,1,42,17,141
2014-04-25 17:05:00,5,4,23,26
2014-04-25 17:06:00,9,26,46,168
2014-04-25 17:07:00,0,0,8,23
2014-04-25 17:08:00,0,59,31,137
2014-04-25 17:09:00,0,4,7,12
2014-04-25 17:10:00,0,24,31,170
2014-04-25 17:11:00,1,0,24,58
2014-04-25 17:12:00,5,45,72,174
2014-04-25 17:13:00,3,5,35,34
2014-04-25 17:14:00,3,31,22,143
2014-04-25 17:15:00,3,1,45,57
2014-04-25 17:16:00,1,31,53,183
2014-04-25 17:17:00,2,5,21,37
2014-04-25 17:18:00,2,62,60,218
2014-04-25 17:19:00,1,0,40,53
2014-04-25 17:20:00,3,51,41,159
2014-04-25 17:21:00,0,3,43,39
2014-04-25 17:22:00,0,47,53,123
2014-04-25 17:23:00,0,0,62,13
2014-04-25 17:24:00,2,50,55,195
2014-04-25 17:25:00,0,5,32,10
2014-04-25 17:26:00,0,36,37,183
2014-04-25 17:27:00,3,0,24,41
2014-04-25 17:28:00,2,53,68,193
2014-04-25 17:29:00,3,1,50,45
2014-04-25 17:30:00,1,78,28,204
2014-04-25 17:31:00,9,1,17,36
2014-04-25 17:32:00,0,22,58,157
2014-04-25 17:33:00,0,0,54,67
2014-04-25 17:34:00,2,40,56,145
2014-04-25 17:35:00,0,9,91,72
2014-04-25 17:36:00,0,67,52,146
2014-04-25 17:37:00,3,1,20,6
2014-04-25 17:38:00,0,54,73,154
2014-04-25 17:39:00,1,9,16,58
2014-04-25 17:40:00,4,52,81,200
2014-04-25 17:41:00,0,1,55,19
2014-04-25 17:42:00,0,56,108,148
2014-04-25 17:43:00,1,0,37,38
2014-04-25 17:44:00,7,33,37,141
2014-04-25 17:45:00,0,0,12,31
2014-04-25 17:46:00,1,57,27,193
2014-04-25 17:47:00,0,1,7,32
2014-04-25 17:48:00,0,35,72,141
2014-04-25 17:49:00,0,8,11,34
2014-04-25 17:50:00,0,53,84,221
2014-04-25 17:51:00,0,10,44,116
2014-04-25 17:52:00,3,61,68,148
2014-04-25 17:53:00,0,2,26,44
2014-04-25 17:54:00,3,25,109,225
2014-04-25 17:55:00,0,4,8,88
2014-04-25 17:56:00,2,39,66,164
2014-04-25 17:57:00,5,1,26,32
2014-04-25 17:58:00,0,25,116,170
2014-04-25 17:59:00,0,8,70,33
2014-04-25 18:00:00,2,52,280,145
2014-04-25 18:01:00,5,11,157,27
2014-04-25 18:02:00,16,38,213,177
2014-04-25 18:03:00,3,21,95,21
2014-04-25 18:04:00,4,57,101,163
2014-04-25 18:05:00,0,8,84,22
2014-04-25 18:06:00,3,24,161,169
2014-04-25 18:07:00,0,2,83,38
2014-04-25 18:08:00,1,45,120,141
2014-04-25 18:09:00,4,1,93,44
2014-04-25 18:10:00,2,80,251,150
2014-04-25 18:11:00,1,6,229,9
2014-04-25 18:12:00,3,61,128,171
2014-04-25 18:13:00,7,2,103,42
2014-04-25 18:14:00,0,3,114,101
2014-04-25 18:15:00,11,4,74,59
2014-04-25 18:16:00,2,35,164,149
2014-04-25 18:17:00,2,10,97,34
2014-04-25 18:18:00,9,49,151,172
2014-04-25 18:19:00,2,9,68,20
2014-04-25 18:20:00,3,61,148,163
2014-04-25 18:21:00,6,6,200,39
2014-04-25 18:22:00,1,39,195,148
2014-04-25 18:23:00,0,26,70,33
2014-04-25 18:24:00,0,44,84,183
2014-04-25 18:25:00,4,6,79,10
2014-04-25 18:26:00,2,54,110,176
2014-04-25 18:27:00,2,4,139,24
2014-04-25 18:28:00,0,36,188,179
2014-04-25 18:29:00,2,2,141,46
2014-04-25 18:30:00,12,57,202,204
2014-04-25 18:31:00,5,4,155,30
2014-04-25 18:32:00,3,10,218,128
2014-04-25 18:33:00,0,0,74,69
2014-04-25 18:34:00,0,53,140,161
2014-04-25 18:35:00,1,20,95,30
2014-04-25 18:36:00,3,55,85,200
2014-04-25 18:37:00,1,3,87,38
2014-04-25 18:38:00,2,71,144,162
2014-04-25 18:39:00,7,4,99,29
2014-04-25 18:40:00,7,35,153,176
2014-04-25 18:41:00,4,19,82,30
2014-04-25 18:42:00,5,43,234,217
2014-04-25 18:43:00,0,9,160,54
2014-04-25 18:44:00,4,64,105,164
2014-04-25 18:45:00,6,4,145,59
2014-04-25 18:46:00,16,50,183,134
2014-04-25 18:47:00,11,5,166,31
2014-04-25 18:48:00,1,77,145,202
2014-04-25 18:49:00,1,7,135,30
2014-04-25 18:50:00,4,67,135,201
2014-04-25 18:51:00,4,4,134,36
2014-04-25 18:52:00,2,27,155,210
2014-04-25 18:53:00,4,7,139,16
2014-04-25 18:54:00,8,21,143,169
2014-04-25 18:55:00,10,1,109,50
2014-04-25 18:56:00,8,47,201,157
2014-04-25 18:57:00,4,7,224,46
2014-04-25 18:58:00,3,59,150,183
2014-04-25 18:59:00,4,2,110,17
2014-04-25 19:00:00,7,50,128,208
2014-04-25 19:01:00,5,5,171,19
2014-04-25 19:02:00,12,57,105,148
2014-04-25 19:03:00,2,7,70,37
2014-04-25 19:04:00,2,38,120,187
2014-04-25 19:05:00,2,5,92,24
2014-04-25 19:06:00,4,63,105,165
2014-04-25 19:07:00,1,5,47,29
2014-04-25 19:08:00,12,73,99,193
2014-04-25 19:09:00,4,2,37,46
2014-04-25 19:10:00,5,94,101,168
2014-04-25 19:11:00,2,0,77,16
2014-04-25 19:12:00,5,72,60,161
2014-04-25 19:13:00,2,10,46,25
2014-04-25 19:14:00,12,45,30,137
2014-04-25 19:15:00,4,12,43,26
2014-04-25 19:16:00,3,62,68,147
2014-04-25 19:17:00,4,8,100,37
2014-04-25 19:18:00,8,40,64,170
2014-04-25 19:19:00,9,1,94,27
2014-04-25 19:20:00,3,65,99,219
2014-04-25 19:21:00,6,3,21,27
2014-04-25 19:22:00,1,61,95,164
2014-04-25 19:23:00,2,4,110,12
2014-04-25 19:24:00,1,60,56,152
2014-04-25 19:25:00,2,10,59,35
2014-04-25 19:26:00,0,29,67,188
2014-04-25 19:27:00,4,9,21,12
2014-04-25 19:28:00,5,66,119,206
2014-04-25 19:29:00,6,9,22,71
2014-04-25 19:30:00,3,85,40,211
2014-04-25 19:31:00,1,7,39,38
2014-04-25 19:32:00,1,64,120,226
2014-04-25 19:33:00,3,4,59,20
2014-04-25 19:34:00,6,5,74,133
2014-04-25 19:35:00,10,11,25,50
2014-04-25 19:36:00,11,73,39,153
2014-04-25 19:37:00,8,15,66,75
2014-04-25 19:38:00,9,63,93,220
2014-04-25 19:39:00,6,2,57,66
2014-04-25 19:40:00,5,62,58,179
2014-04-25 19:41:00,3,7,22,30
2014-04-25 19:42:00,7,51,94,215
2014-04-25 19:43:00,2,15,31,41
2014-04-25 19:44:00,8,59,81,202
2014-04-25 19:45:00,4,9,32,44
2014-04-25 19:46:00,1,45,83,149
2014-04-25 19:47:00,5,4,52,27
2014-04-25 19:48:00,2,57,158,185
2014-04-25 19:49:00,1,7,112,62
2014-04-25 19:50:00,6,48,63,197
2014-04-25 19:51:00,2,9,48,43
2014-04-25 19:52:00,3,25,154,123
2014-04-25 19:53:00,13,1,84,40
2014-04-25 19:54:00,7,37,83,173
2014-04-25 19:55:00,7,11,44,84
2014-04-25 19:56:00,2,60,104,198
2014-04-25 19:57:00,8,8,24,52
2014-04-25 19:58:00,0,38,103,247
2014-04-25 19:59:00,1,10,19,82
2014-04-25 20:00:00,5,31,36,218
2014-04-25 20:01:00,3,6,7,68
2014-04-25 20:02:00,3,55,87,164
2014-04-25 20:03:00,3,3,28,14
2014-04-25 20:04:00,2,61,84,149
2014-04-25 20:05:00,22,5,67,66
2014-04-25 20:06:00,8,33,69,104
2014-04-25 20:07:00,7,20,55,52
2014-04-25 20:08:00,5,48,84,143
2014-04-25 20:09:00,4,5,83,81
2014-04-25 20:10:00,3,61,52,135
2014-04-25 20:11:00,0,2,70,39
2014-04-25 20:12:00,4,59,84,235
2014-04-25 20:13:00,1,5,39,64
2014-04-25 20:14:00,0,43,70,136
2014-04-25 20:15:00,0,14,25,22
2014-04-25 20:16:00,2,46,44,149
2014-04-25 20:17:00,12,3,66,38
2014-04-25 20:18:00,17,84,94,137
2014-04-25 20:19:00,1,0,54,41
2014-04-25 20:20:00,6,18,156,188
2014-04-25 20:21:00,1,1,75,72
2014-04-25 20:22:00,2,44,125,148
2014-04-25 20:23:00,2,3,59,22
2014-04-25 20:24:00,2,37,73,141
2014-04-25 20:25:00,4,1,4,23
2014-04-25 20:26:00,1,80,53,112
2014-04-25 20:27:00,4,0,27,49
2014-04-25 20:28:00,4,53,71,120
2014-04-25 20:29:00,2,29,51,34
2014-04-25 20:30:00,11,58,84,145
2014-04-25 20:31:00,8,8,27,68
2014-04-25 20:32:00,5,63,115,108
2014-04-25 20:33:00,4,1,40,29
2014-04-25 20:34:00,2,53,111,146
2014-04-25 20:35:00,0,3,28,46
2014-04-25 20:36:00,3,54,38,150
2014-04-25 20:37:00,2,11,21,19
2014-04-25 20:38:00,9,75,59,112
2014-04-25 20:39:00,11,23,74,19
2014-04-25 20:40:00,16,24,30,143
2014-04-25 20:41:00,9,7,8,28
2014-04-25 20:42:00,5,64,134,121
2014-04-25 20:43:00,1,7,77,53
2014-04-25 20:44:00,0,37,37,124
2014-04-25 20:45:00,3,17,28,50
2014-04-25 20:46:00,1,77,90,99
2014-04-25 20:47:00,3,6,19,10
2014-04-25 20:48:00,4,36,61,108
2014-04-25 20:49:00,2,12,21,22
2014-04-25 20:50:00,5,74,45,91
2014-04-25 20:51:00,7,7,34,36
2014-04-25 20:52:00,15,62,88,121
2014-04-25 20:53:00,1,23,22,29
2014-04-25 20:54:00,2,74,90,92
2014-04-25 20:55:00,8,7,64,23
2014-04-25 20:56:00,9,50,104,80
2014-04-25 20:57:00,7,5,19,13
2014-04-25 20:58:00,2,18,103,72
2014-04-25 20:59:00,8,11,30,53
2014-04-25 21:00:00,3,43,44,145
2014-04-25 21:01:00,4,10,53,31
2014-04-25 21:02:00,5,82,90,81
2014-04-25 21:03:00,0,15,14,29
2014-04-25 21:04:00,2,89,93,99
2014-04-25 21:05:00,7,22,45,12
2014-04-25 21:06:00,2,56,124,88
2014-04-25 21:07:00,0,4,19,12
2014-04-25 21:08:00,8,23,89,103
2014-04-25 21:09:00,5,3,19,25
2014-04-25 21:10:00,6,92,33,131
2014-04-25 21:11:00,9,4,29,14
2014-04-25 21:12:00,3,72,83,77
2014-04-25 21:13:00,0,5,13,46
2014-04-25 21:14:00,6,2,113,98
2014-04-25 21:15:00,3,15,27,19
2014-04-25 21:16:00,4,47,102,58
2014-04-25 21:17:00,0,3,82,34
2014-04-25 21:18:00,1,63,59,109
2014-04-25 21:19:00,1,20,22,14
2014-04-25 21:20:00,10,32,70,147
2014-04-25 21:21:00,0,1,51,45
2014-04-25 21:22:00,8,84,82,66
2014-04-25 21:23:00,1,6,57,32
2014-04-25 21:24:00,1,51,53,72
2014-04-25 21:25:00,11,17,10,21
2014-04-25 21:26:00,16,12,67,90
2014-04-25 21:27:00,0,5,40,22
2014-04-25 21:28:00,1,43,59,90
2014-04-25 21:29:00,1,2,19,3
2014-04-25 21:30:00,4,58,34,58
2014-04-25 21:31:00,2,9,54,27
2014-04-25 21:32:00,1,79,93,98
2014-04-25 21:33:00,1,17,11,19
2014-04-25 21:34:00,1,45,66,63
2014-04-25 21:35:00,4,21,26,50
2014-04-25 21:36:00,7,50,30,58
2014-04-25 21:37:00,2,23,19,28
2014-04-25 21:38:00,0,37,52,66
2014-04-25 21:39:00,0,0,8,21
2014-04-25 21:40:00,3,53,34,61
2014-04-25 21:41:00,14,8,27,43
2014-04-25 21:42:00,3,71,62,70
2014-04-25 21:43:00,1,1,21,12
2014-04-25 21:44:00,11,63,32,58
2014-04-25 21:45:00,2,6,7,40
2014-04-25 21:46:00,4,40,91,66
2014-04-25 21:47:00,9,45,25,17
2014-04-25 21:48:00,5,56,39,65
2014-04-25 21:49:00,0,6,11,17
2014-04-25 21:50:00,10,68,40,59
2014-04-25 21:51:00,8,7,5,12
2014-04-25 21:52:00,2,55,35,62
2014-04-25 21:53:00,1,5,7,15
2014-04-25 21:54:00,11,72,47,24
2014-04-25 21:55:00,2,9,62,16
2014-04-25 21:56:00,7,27,47,82
2014-04-25 21:57:00,0,18,2,11
2014-04-25 21:58:00,3,43,46,40
2014-04-25 21:59:00,0,15,17,3
2014-04-25 22:00:00,13,72,20,43
2014-04-25 22:01:00,6,2,12,15
2014-04-25 22:02:00,8,50,102,50
2014-04-25 22:03:00,5,0,17,10
2014-04-25 22:04:00,10,51,7,64
2014-04-25 22:05:00,1,10,4,14
2014-04-25 22:06:00,14,45,58,38
2014-04-25 22:07:00,4,4,10,20
2014-04-25 22:08:00,1,61,47,40
2014-04-25 22:09:00,2,14,12,5
2014-04-25 22:10:00,9,67,70,51
2014-04-25 22:11:00,4,24,21,49
2014-04-25 22:12:00,3,66,42,30
2014-04-25 22:13:00,1,20,35,21
2014-04-25 22:14:00,3,33,31,17
2014-04-25 22:15:00,2,5,5,5
2014-04-25 22:16:00,7,33,46,22
2014-04-25 22:17:00,8,1,24,4
2014-04-25 22:18:00,12,34,40,39
2014-04-25 22:19:00,1,14,11,12
2014-04-25 22:20:00,23,59,90,30
2014-04-25 22:21:00,6,9,4,7
2014-04-25 22:22:00,2,52,52,10
2014-04-25 22:23:00,5,17,17,13
2014-04-25 22:24:00,11,51,20,27
2014-04-25 22:25:00,4,3,79,1
2014-04-25 22:26:00,3,41,50,38
2014-04-25 22:27:00,12,5,9,9
2014-04-25 22:28:00,1,56,61,47
2014-04-25 22:29:00,3,9,4,4
2014-04-25 22:30:00,3,69,41,26
2014-04-25 22:31:00,10,8,24,2
2014-04-25 22:32:00,22,50,67,31
2014-04-25 22:33:00,7,8,20,10
2014-04-25 22:34:00,8,40,31,29
2014-04-25 22:35:00,1,14,2,5
2014-04-25 22:36:00,7,39,120,36
2014-04-25 22:37:00,4,14,39,17
2014-04-25 22:38:00,4,56,51,28
2014-04-25 22:39:00,5,10,67,4
2014-04-25 22:40:00,8,80,83,35
2014-04-25 22:41:00,1,17,5,5
2014-04-25 22:42:00,3,69,45,13
2014-04-25 22:43:00,12,16,6,3
2014-04-25 22:44:00,0,58,36,22
2014-04-25 22:45:00,0,31,9,8
2014-04-25 22:46:00,2,56,96,20
2014-04-25 22:47:00,1,14,18,2
2014-04-25 22:48:00,2,34,89,25
2014-04-25 22:49:00,12,11,5,5
2014-04-25 22:50:00,9,71,26,15
2014-04-25 22:51:00,14,2,23,17
2014-04-25 22:52:00,5,16,54,45
2014-04-25 22:53:00,2,21,5,2
2014-04-25 22:54:00,5,77,35,14
2014-04-25 22:55:00,0,8,8,9
2014-04-25 22:56:00,8,79,40,43
2014-04-25 22:57:00,1,9,1,3
2014-04-25 22:58:00,16,38,52,25
2014-04-25 22:59:00,16,3,42,3
2014-04-25 23:00:00,4,67,51,33
2014-04-25 23:01:00,1,13,43,7
2014-04-25 23:02:00,1,87,41,19
2014-04-25 23:03:00,11,7,3,1
2014-04-25 23:04:00,15,51,33,18
2014-04-25 23:05:00,13,4,6,1
2014-04-25 23:06:00,4,79,82,48
2014-04-25 23:07:00,7,8,36,6
2014-04-25 23:08:00,8,58,78,18
2014-04-25 23:09:00,2,0,15,3
2014-04-25 23:10:00,3,83,70,10
2014-04-25 23:11:00,6,1,14,25
2014-04-25 23:12:00,6,56,36,23
2014-04-25 23:13:00,1,11,2,7
2014-04-25 23:14:00,4,20,14,14
2014-04-25 23:15:00,2,6,37,2
2014-04-25 23:16:00,6,49,26,19
2014-04-25 23:17:00,0,5,3,6
2014-04-25 23:18:00,17,72,47,17
2014-04-25 23:19:00,1,16,40,2
2014-04-25 23:20:00,3,45,28,38
2014-04-25 23:21:00,14,5,4,19
2014-04-25 23:22:00,2,57,66,11
2014-04-25 23:23:00,3,8,5,10
2014-04-25 23:24:00,6,57,29,18
2014-04-25 23:25:00,4,10,9,2
2014-04-25 23:26:00,14,48,41,25
2014-04-25 23:27:00,4,8,8,9
2014-04-25 23:28:00,22,49,43,13
2014-04-25 23:29:00,6,9,0,6
2014-04-25 23:30:00,6,107,24,23
2014-04-25 23:31:00,6,5,4,17
2014-04-25 23:32:00,4,50,42,22
2014-04-25 23:33:00,19,13,38,13
2014-04-25 23:34:00,9,50,56,11
2014-04-25 23:35:00,19,9,17,6
2014-04-25 23:36:00,4,53,28,23
2014-04-25 23:37:00,11,7,3,4
2014-04-25 23:38:00,16,65,37,8
2014-04-25 23:39:00,17,7,1,2
2014-04-25 23:40:00,13,87,28,18
2014-04-25 23:41:00,6,11,6,4
2014-04-25 23:42:00,2,56,32,33
2014-04-25 23:43:00,2,16,24,9
2014-04-25 23:44:00,1,61,20,11
2014-04-25 23:45:00,13,8,2,3
2014-04-25 23:46:00,15,69,45,9
2014-04-25 23:47:00,21,9,2,6
2014-04-25 23:48:00,22,38,63,34
2014-04-25 23:49:00,11,16,19,4
2014-04-25 23:50:00,5,105,26,12
2014-04-25 23:51:00,3,8,1,6
2014-04-25 23:52:00,2,72,21,26
2014-04-25 23:53:00,2,13,1,15
2014-04-25 23:54:00,3,65,10,20
2014-04-25 23:55:00,5,9,1,6
2014-04-25 23:56:00,5,62,29,18
2014-04-25 23:57:00,4,8,0,0
2014-04-25 23:58:00,15,41,32,33
2014-04-25 23:59:00,8,34,21,1
2014-04-26 00:00:00,21,7,10,1
2014-04-26 00:01:00,24,23,1,9
2014-04-26 00:02:00,8,22,5,7
2014-04-26 00:03:00,4,19,28,5
2014-04-26 00:04:00,10,99,60,17
2014-04-26 00:05:00,1,11,18,2
2014-04-26 00:06:00,29,69,37,26
2014-04-26 00:07:00,3,11,7,0
2014-04-26 00:08:00,10,70,66,19
2014-04-26 00:09:00,4,1,26,1
2014-04-26 00:10:00,28,86,31,13
2014-04-26 00:11:00,20,5,5,1
2014-04-26 00:12:00,30,100,29,21
2014-04-26 00:13:00,12,4,7,1
2014-04-26 00:14:00,22,40,27,12
2014-04-26 00:15:00,13,10,6,1
2014-04-26 00:16:00,24,85,34,17
2014-04-26 00:17:00,6,25,6,0
2014-04-26 00:18:00,3,52,89,14
2014-04-26 00:19:00,7,0,26,2
2014-04-26 00:20:00,17,84,50,18
2014-04-26 00:21:00,11,15,5,1
2014-04-26 00:22:00,11,59,36,9
2014-04-26 00:23:00,17,23,8,0
2014-04-26 00:24:00,16,74,19,18
2014-04-26 00:25:00,2,1,19,4
2014-04-26 00:26:00,25,51,40,14
2014-04-26 00:27:00,23,12,7,16
2014-04-26 00:28:00,18,81,36,28
2014-04-26 00:29:00,10,32,2,13
2014-04-26 00:30:00,22,90,31,12
2014-04-26 00:31:00,29,15,23,6
2014-04-26 00:32:00,16,52,35,25
2014-04-26 00:33:00,9,1,59,6
2014-04-26 00:34:00,8,69,42,15
2014-04-26 00:35:00,19,10,6,6
2014-04-26 00:36:00,19,70,36,16
2014-04-26 00:37:00,20,4,5,7
2014-04-26 00:38:00,24,96,22,17
2014-04-26 00:39:00,3,22,1,2
2014-04-26 00:40:00,9,115,12,19
2014-04-26 00:41:00,8,4,3,1
2014-04-26 00:42:00,12,45,65,11
2014-04-26 00:43:00,21,15,22,5
2014-04-26 00:44:00,12,78,15,18
2014-04-26 00:45:00,13,20,4,0
2014-04-26 00:46:00,13,85,32,11
2014-04-26 00:47:00,6,10,0,1
2014-04-26 00:48:00,11,76,18,13
2014-04-26 00:49:00,43,14,18,0
2014-04-26 00:50:00,30,76,38,35
2014-04-26 00:51:00,21,4,9,0
2014-04-26 00:52:00,17,59,36,14
2014-04-26 00:53:00,21,6,0,10
2014-04-26 00:54:00,6,55,18,8
2014-04-26 00:55:00,2,12,4,2
2014-04-26 00:56:00,10,51,61,24
2014-04-26 00:57:00,41,6,10,0
2014-04-26 00:58:00,8,55,36,14
2014-04-26 00:59:00,5,10,5,7
2014-04-26 01:00:00,9,65,16,24
2014-04-26 01:01:00,5,15,2,4
2014-04-26 01:02:00,37,95,25,21
2014-04-26 01:03:00,17,13,0,3
2014-04-26 01:04:00,12,80,26,23
2014-04-26 01:05:00,27,12,36,0
2014-04-26 01:06:00,15,72,24,18
2014-04-26 01:07:00,5,2,28,1
2014-04-26 01:08:00,5,50,47,26
2014-04-26 01:09:00,30,21,23,5
2014-04-26 01:10:00,12,124,23,8
2014-04-26 01:11:00,15,6,12,2
2014-04-26 01:12:00,11,53,55,32
2014-04-26 01:13:00,8,13,9,0
2014-04-26 01:14:00,13,64,40,16
2014-04-26 01:15:00,7,18,26,4
2014-04-26 01:16:00,2,72,30,23
2014-04-26 01:17:00,6,7,26,3
2014-04-26 01:18:00,1,84,31,24
2014-04-26 01:19:00,2,10,6,12
2014-04-26 01:20:00,7,43,31,27
2014-04-26 01:21:00,3,7,29,1
2014-04-26 01:22:00,21,59,31,12
2014-04-26 01:23:00,30,13,35,4
2014-04-26 01:24:00,21,30,36,18
2014-04-26 01:25:00,27,3,13,3
2014-04-26 01:26:00,31,60,17,13
2014-04-26 01:27:00,15,13,24,3
2014-04-26 01:28:00,25,87,34,16
2014-04-26 01:29:00,8,3,16,7
2014-04-26 01:30:00,19,70,20,9
2014-04-26 01:31:00,9,2,3,4
2014-04-26 01:32:00,13,60,42,24
2014-04-26 01:33:00,49,17,14,6
2014-04-26 01:34:00,12,40,16,15
2014-04-26 01:35:00,21,11,25,2
