# Amateur (Ham) Radio Spot Count File
#
# sDate: 2014-04-01 00:00:00
# eDate: 2014-05-01 00:00:00
# rgc_lim: None
# filter_regions: ['US', 'Europe']
# filter_region_kind: mids
# bands: [7, 14]
# bin_size: 0:01:00
# Sources: ['WSPR', 'RBN']
#
datetime_ut,7MHz-US,14MHz-US,7MHz-Europe,14MHz-Europe
2014-04-10 05:41:00,3,0,7,15
2014-04-10 05:42:00,10,13,17,70
2014-04-10 05:43:00,20,7,2,8
2014-04-10 05:44:00,25,32,26,36
2014-04-10 05:45:00,1,3,18,21
2014-04-10 05:46:00,13,12,56,44
2014-04-10 05:47:00,15,0,2,19
2014-04-10 05:48:00,32,13,46,50
2014-04-10 05:49:00,7,3,30,25
2014-04-10 05:50:00,16,26,44,61
2014-04-10 05:51:00,0,2,19,4
2014-04-10 05:52:00,16,18,30,31
2014-04-10 05:53:00,10,0,11,26
2014-04-10 05:54:00,17,14,91,26
2014-04-10 05:55:00,5,2,43,5
2014-04-10 05:56:00,11,13,10,59
2014-04-10 05:57:00,9,1,2,35
2014-04-10 05:58:00,19,23,16,23
2014-04-10 05:59:00,7,2,18,27
2014-04-10 06:00:00,29,23,29,61
2014-04-10 06:01:00,0,0,41,9
2014-04-10 06:02:00,11,11,43,36
2014-04-10 06:03:00,1,1,2,4
2014-04-10 06:04:00,25,22,22,41
2014-04-10 06:05:00,0,0,19,8
2014-04-10 06:06:00,11,17,22,59
2014-04-10 06:07:00,2,0,52,46
2014-04-10 06:08:00,26,10,85,51
2014-04-10 06:09:00,7,1,25,12
2014-04-10 06:10:00,20,14,30,61
2014-04-10 06:11:00,4,0,31,10
2014-04-10 06:12:00,12,20,54,44
2014-04-10 06:13:00,12,1,45,2
2014-04-10 06:14:00,10,28,35,28
2014-04-10 06:15:00,3,2,42,4
2014-04-10 06:16:00,3,14,18,43
2014-04-10 06:17:00,0,1,21,29
2014-04-10 06:18:00,17,10,24,56
2014-04-10 06:19:00,0,0,11,16
2014-04-10 06:20:00,39,11,53,76
2014-04-10 06:21:00,27,1,10,25
2014-04-10 06:22:00,14,13,49,60
2014-04-10 06:23:00,1,6,6,20
2014-04-10 06:24:00,18,25,11,21
2014-04-10 06:25:00,1,3,16,5
2014-04-10 06:26:00,28,13,56,38
2014-04-10 06:27:00,5,0,40,10
2014-04-10 06:28:00,40,10,68,49
2014-04-10 06:29:00,1,0,15,2
2014-04-10 06:30:00,9,25,40,67
2014-04-10 06:31:00,5,0,33,17
2014-04-10 06:32:00,10,19,45,47
2014-04-10 06:33:00,0,0,42,8
2014-04-10 06:34:00,7,20,45,23
2014-04-10 06:35:00,4,4,48,6
2014-04-10 06:36:00,9,20,22,63
2014-04-10 06:37:00,1,0,19,5
2014-04-10 06:38:00,22,3,13,61
2014-04-10 06:39:00,0,0,31,14
2014-04-10 06:40:00,16,29,26,75
2014-04-10 06:41:00,1,0,4,27
2014-04-10 06:42:00,5,5,38,51
2014-04-10 06:43:00,0,0,4,15
2014-04-10 06:44:00,43,21,28,66
2014-04-10 06:45:00,6,7,17,37
2014-04-10 06:46:00,25,15,50,57
2014-04-10 06:47:00,7,1,4,6
2014-04-10 06:48:00,17,10,49,58
2014-04-10 06:49:00,3,0,2,22
2014-04-10 06:50:00,8,20,0,65
2014-04-10 06:51:00,3,1,0,37
2014-04-10 06:52:00,11,4,37,62
2014-04-10 06:53:00,7,1,56,36
2014-04-10 06:54:00,10,17,74,31
2014-04-10 06:55:00,32,0,13,19
2014-04-10 06:56:00,12,19,21,38
2014-04-10 06:57:00,25,5,12,19
2014-04-10 06:58:00,23,4,34,41
2014-04-10 06:59:00,13,2,61,32
2014-04-10 07:00:00,28,12,27,91
2014-04-10 07:01:00,1,1,11,22
2014-04-10 07:02:00,17,15,32,55
2014-04-10 07:03:00,5,0,30,9
2014-04-10 07:04:00,30,15,23,46
2014-04-10 07:05:00,3,1,7,25
2014-04-10 07:06:00,27,19,50,58
2014-04-10 07:07:00,0,2,26,11
2014-04-10 07:08:00,35,19,35,55
2014-04-10 07:09:00,2,2,32,4
2014-04-10 07:10:00,8,23,22,77
2014-04-10 07:11:00,2,0,29,29
2014-04-10 07:12:00,11,7,59,63
2014-04-10 07:13:00,7,2,60,26
2014-04-10 07:14:00,19,11,43,66
2014-04-10 07:15:00,11,0,16,15
2014-04-10 07:16:00,15,10,65,51
2014-04-10 07:17:00,34,1,18,7
2014-04-10 07:18:00,22,14,25,78
2014-04-10 07:19:00,0,4,16,5
2014-04-10 07:20:00,17,7,22,93
2014-04-10 07:21:00,2,0,1,6
2014-04-10 07:22:00,2,8,45,81
2014-04-10 07:23:00,2,0,33,38
2014-04-10 07:24:00,12,17,56,50
2014-04-10 07:25:00,3,1,32,10
2014-04-10 07:26:00,18,15,45,65
2014-04-10 07:27:00,4,2,2,34
2014-04-10 07:28:00,30,12,39,76
2014-04-10 07:29:00,0,4,23,36
2014-04-10 07:30:00,0,13,57,81
2014-04-10 07:31:00,3,1,15,38
2014-04-10 07:32:00,9,1,47,76
2014-04-10 07:33:00,2,0,25,29
2014-04-10 07:34:00,20,13,96,61
2014-04-10 07:35:00,4,1,26,7
2014-04-10 07:36:00,1,11,41,73
2014-04-10 07:37:00,7,2,4,25
2014-04-10 07:38:00,16,10,23,67
2014-04-10 07:39:00,13,1,0,27
2014-04-10 07:40:00,7,15,21,71
2014-04-10 07:41:00,1,6,32,31
2014-04-10 07:42:00,1,9,41,107
2014-04-10 07:43:00,0,0,15,42
2014-04-10 07:44:00,13,18,62,51
2014-04-10 07:45:00,3,2,39,15
2014-04-10 07:46:00,16,8,66,69
2014-04-10 07:47:00,2,0,46,9
2014-04-10 07:48:00,16,1,50,93
2014-04-10 07:49:00,3,0,9,24
2014-04-10 07:50:00,19,19,41,72
2014-04-10 07:51:00,1,3,24,7
2014-04-10 07:52:00,9,12,26,42
2014-04-10 07:53:00,5,0,34,30
2014-04-10 07:54:00,8,16,49,59
2014-04-10 07:55:00,3,0,42,9
2014-04-10 07:56:00,14,8,16,69
2014-04-10 07:57:00,0,2,45,15
2014-04-10 07:58:00,13,10,43,77
2014-04-10 07:59:00,2,0,2,14
2014-04-10 08:00:00,12,11,50,98
2014-04-10 08:01:00,0,0,5,17
2014-04-10 08:02:00,10,9,61,61
2014-04-10 08:03:00,0,0,7,34
2014-04-10 08:04:00,22,21,37,97
2014-04-10 08:05:00,0,3,14,25
2014-04-10 08:06:00,23,10,25,89
2014-04-10 08:07:00,0,1,32,6
2014-04-10 08:08:00,18,12,53,55
2014-04-10 08:09:00,1,3,0,1
2014-04-10 08:10:00,1,7,22,79
2014-04-10 08:11:00,0,0,18,53
2014-04-10 08:12:00,8,6,41,103
2014-04-10 08:13:00,0,0,0,10
2014-04-10 08:14:00,1,18,46,73
2014-04-10 08:15:00,0,3,14,17
2014-04-10 08:16:00,3,12,20,60
2014-04-10 08:17:00,0,2,12,29
2014-04-10 08:18:00,5,4,46,102
2014-04-10 08:19:00,0,0,39,24
2014-04-10 08:20:00,11,5,29,83
2014-04-10 08:21:00,0,0,11,23
2014-04-10 08:22:00,8,14,53,83
2014-04-10 08:23:00,0,2,26,32
2014-04-10 08:24:00,3,6,56,70
2014-04-10 08:25:00,0,2,19,8
2014-04-10 08:26:00,2,14,40,86
2014-04-10 08:27:00,18,1,13,21
2014-04-10 08:28:00,7,8,26,100
2014-04-10 08:29:00,0,0,13,29
2014-04-10 08:30:00,7,7,52,80
2014-04-10 08:31:00,0,0,7,10
2014-04-10 08:32:00,5,11,29,115
2014-04-10 08:33:00,0,13,16,9
2014-04-10 08:34:00,2,7,48,59
2014-04-10 08:35:00,2,5,2,9
2014-04-10 08:36:00,3,10,16,133
2014-04-10 08:37:00,1,0,1,28
2014-04-10 08:38:00,8,11,12,73
2014-04-10 08:39:00,0,0,31,13
2014-04-10 08:40:00,11,13,8,88
2014-04-10 08:41:00,0,0,12,9
2014-04-10 08:42:00,1,6,33,86
2014-04-10 08:43:00,0,10,30,38
2014-04-10 08:44:00,15,11,44,71
2014-04-10 08:45:00,0,6,14,32
2014-04-10 08:46:00,27,11,13,61
2014-04-10 08:47:00,5,0,1,20
2014-04-10 08:48:00,10,9,32,83
2014-04-10 08:49:00,0,0,4,11
2014-04-10 08:50:00,0,26,44,87
2014-04-10 08:51:00,0,0,11,17
2014-04-10 08:52:00,9,6,29,74
2014-04-10 08:53:00,0,0,2,28
2014-04-10 08:54:00,0,15,28,86
2014-04-10 08:55:00,20,4,0,17
2014-04-10 08:56:00,5,9,30,63
2014-04-10 08:57:00,0,2,15,42
2014-04-10 08:58:00,13,9,18,36
2014-04-10 08:59:00,0,6,0,10
2014-04-10 09:00:00,11,15,27,64
2014-04-10 09:01:00,0,0,5,4
2014-04-10 09:02:00,9,3,16,80
2014-04-10 09:03:00,0,0,8,19
2014-04-10 09:04:00,3,20,16,81
2014-04-10 09:05:00,3,3,6,21
2014-04-10 09:06:00,5,12,26,54
2014-04-10 09:07:00,3,1,6,11
2014-04-10 09:08:00,11,0,17,52
2014-04-10 09:09:00,2,1,4,17
2014-04-10 09:10:00,9,20,30,67
2014-04-10 09:11:00,19,2,11,10
2014-04-10 09:12:00,10,5,13,91
2014-04-10 09:13:00,8,3,8,29
2014-04-10 09:14:00,5,11,35,65
2014-04-10 09:15:00,24,1,8,20
2014-04-10 09:16:00,3,5,17,74
2014-04-10 09:17:00,0,4,14,25
2014-04-10 09:18:00,7,7,21,57
2014-04-10 09:19:00,3,3,5,16
2014-04-10 09:20:00,10,10,19,90
2014-04-10 09:21:00,25,1,7,19
2014-04-10 09:22:00,22,3,41,66
2014-04-10 09:23:00,6,0,4,25
2014-04-10 09:24:00,28,11,19,41
2014-04-10 09:25:00,1,2,7,32
2014-04-10 09:26:00,16,5,32,57
2014-04-10 09:27:00,1,2,6,17
2014-04-10 09:28:00,34,6,20,49
2014-04-10 09:29:00,2,0,1,14
2014-04-10 09:30:00,3,9,15,86
2014-04-10 09:31:00,2,0,3,6
2014-04-10 09:32:00,9,0,30,66
2014-04-10 09:33:00,1,0,1,5
2014-04-10 09:34:00,4,12,26,48
2014-04-10 09:35:00,2,5,9,24
2014-04-10 09:36:00,3,11,20,48
2014-04-10 09:37:00,0,0,29,29
2014-04-10 09:38:00,21,8,41,76
2014-04-10 09:39:00,3,0,22,18
2014-04-10 09:40:00,13,8,13,95
2014-04-10 09:41:00,1,0,35,9
2014-04-10 09:42:00,7,5,42,39
2014-04-10 09:43:00,0,0,3,10
2014-04-10 09:44:00,37,1,20,47
2014-04-10 09:45:00,12,0,16,2
2014-04-10 09:46:00,14,5,20,74
2014-04-10 09:47:00,9,0,5,15
2014-04-10 09:48:00,50,5,33,95
2014-04-10 09:49:00,4,0,3,13
2014-04-10 09:50:00,23,9,47,62
2014-04-10 09:51:00,1,0,24,3
2014-04-10 09:52:00,9,3,24,42
2014-04-10 09:53:00,7,0,14,16
2014-04-10 09:54:00,20,6,30,61
2014-04-10 09:55:00,21,0,1,9
2014-04-10 09:56:00,8,3,35,49
2014-04-10 09:57:00,3,0,20,13
2014-04-10 09:58:00,8,11,49,70
2014-04-10 09:59:00,19,2,5,10
2014-04-10 10:00:00,10,11,26,73
2014-04-10 10:01:00,3,2,6,12
2014-04-10 10:02:00,10,7,32,39
2014-04-10 10:03:00,5,1,13,13
2014-04-10 10:04:00,12,6,15,73
2014-04-10 10:05:00,7,1,3,6
2014-04-10 10:06:00,13,6,23,53
2014-04-10 10:07:00,8,0,7,25
2014-04-10 10:08:00,24,5,45,50
2014-04-10 10:09:00,3,1,14,4
2014-04-10 10:10:00,4,13,11,52
2014-04-10 10:11:00,3,3,17,44
2014-04-10 10:12:00,13,1,21,63
2014-04-10 10:13:00,2,0,1,6
2014-04-10 10:14:00,5,13,26,51
2014-04-10 10:15:00,7,2,6,3
2014-04-10 10:16:00,11,10,6,45
2014-04-10 10:17:00,15,1,9,43
2014-04-10 10:18:00,17,10,22,76
2014-04-10 10:19:00,1,0,7,26
2014-04-10 10:20:00,17,6,16,85
2014-04-10 10:21:00,1,0,12,8
2014-04-10 10:22:00,2,1,21,84
2014-04-10 10:23:00,7,0,9,17
2014-04-10 10:24:00,7,7,27,52
2014-04-10 10:25:00,0,0,11,7
2014-04-10 10:26:00,29,5,18,63
2014-04-10 10:27:00,7,0,5,5
2014-04-10 10:28:00,9,8,11,42
2014-04-10 10:29:00,35,9,7,3
2014-04-10 10:30:00,6,6,22,78
2014-04-10 10:31:00,0,2,3,10
2014-04-10 10:32:00,3,3,30,82
2014-04-10 10:33:00,0,0,4,20
2014-04-10 10:34:00,23,7,15,71
2014-04-10 10:35:00,5,0,1,13
2014-04-10 10:36:00,13,10,29,54
2014-04-10 10:37:00,0,0,7,5
2014-04-10 10:38:00,7,5,18,89
2014-04-10 10:39:00,8,0,4,12
2014-04-10 10:40:00,7,6,8,73
2014-04-10 10:41:00,0,0,0,14
2014-04-10 10:42:00,2,4,26,49
2014-04-10 10:43:00,0,0,3,35
2014-04-10 10:44:00,9,5,29,67
2014-04-10 10:45:00,11,3,2,8
2014-04-10 10:46:00,10,10,27,76
2014-04-10 10:47:00,37,1,1,0
2014-04-10 10:48:00,46,5,40,57
2014-04-10 10:49:00,9,0,1,16
2014-04-10 10:50:00,1,7,16,54
2014-04-10 10:51:00,0,0,8,1
2014-04-10 10:52:00,3,1,19,26
2014-04-10 10:53:00,14,1,1,29
2014-04-10 10:54:00,17,13,17,37
2014-04-10 10:55:00,1,2,2,4
2014-04-10 10:56:00,10,6,3,65
2014-04-10 10:57:00,1,0,23,8
2014-04-10 10:58:00,17,11,38,68
2014-04-10 10:59:00,3,0,10,8
2014-04-10 11:00:00,1,2,16,75
2014-04-10 11:01:00,0,5,1,1
2014-04-10 11:02:00,7,3,24,33
2014-04-10 11:03:00,0,0,6,14
2014-04-10 11:04:00,2,16,28,73
2014-04-10 11:05:00,13,0,0,13
2014-04-10 11:06:00,10,12,11,72
2014-04-10 11:07:00,22,0,19,1
2014-04-10 11:08:00,13,6,34,63
2014-04-10 11:09:00,1,0,7,5
2014-04-10 11:10:00,1,9,14,103
2014-04-10 11:11:00,1,0,16,24
2014-04-10 11:12:00,24,4,17,40
2014-04-10 11:13:00,10,1,5,17
2014-04-10 11:14:00,25,17,16,57
2014-04-10 11:15:00,17,0,10,12
2014-04-10 11:16:00,6,5,15,66
2014-04-10 11:17:00,38,0,1,4
2014-04-10 11:18:00,39,16,25,51
2014-04-10 11:19:00,11,2,7,3
2014-04-10 11:20:00,4,10,27,58
2014-04-10 11:21:00,26,0,10,9
2014-04-10 11:22:00,2,6,16,75
2014-04-10 11:23:00,0,3,4,2
2014-04-10 11:24:00,11,19,25,73
2014-04-10 11:25:00,9,0,1,2
2014-04-10 11:26:00,14,23,19,50
2014-04-10 11:27:00,16,4,0,8
2014-04-10 11:28:00,8,17,12,86
2014-04-10 11:29:00,3,0,19,6
2014-04-10 11:30:00,13,8,22,76
2014-04-10 11:31:00,1,2,2,35
2014-04-10 11:32:00,11,2,6,77
2014-04-10 11:33:00,0,0,1,12
2014-04-10 11:34:00,2,11,19,48
2014-04-10 11:35:00,6,13,1,19
2014-04-10 11:36:00,2,16,7,70
2014-04-10 11:37:00,22,1,10,6
2014-04-10 11:38:00,15,6,12,77
2014-04-10 11:39:00,3,0,2,10
2014-04-10 11:40:00,17,6,15,54
2014-04-10 11:41:00,5,6,0,3
2014-04-10 11:42:00,21,9,12,72
2014-04-10 11:43:00,14,0,1,0
2014-04-10 11:44:00,5,21,23,75
2014-04-10 11:45:00,0,12,2,5
2014-04-10 11:46:00,8,10,16,61
2014-04-10 11:47:00,3,9,19,5
2014-04-10 11:48:00,7,21,27,61
2014-04-10 11:49:00,6,2,2,9
2014-04-10 11:50:00,12,29,13,66
2014-04-10 11:51:00,6,2,2,4
2014-04-10 11:52:00,17,20,12,71
2014-04-10 11:53:00,1,2,0,3
2014-04-10 11:54:00,17,18,13,81
2014-04-10 11:55:00,2,4,5,30
2014-04-10 11:56:00,6,14,24,52
2014-04-10 11:57:00,7,8,18,5
2014-04-10 11:58:00,9,15,17,66
2014-04-10 11:59:00,12,18,0,10
2014-04-10 12:00:00,33,26,11,77
2014-04-10 12:01:00,1,5,0,29
2014-04-10 12:02:00,13,14,23,57
2014-04-10 12:03:00,10,12,5,10
2014-04-10 12:04:00,5,11,16,54
2014-04-10 12:05:00,4,3,9,12
2014-04-10 12:06:00,12,12,4,99
2014-04-10 12:07:00,10,11,5,3
2014-04-10 12:08:00,15,21,15,70
2014-04-10 12:09:00,0,1,0,0
2014-04-10 12:10:00,42,32,5,61
2014-04-10 12:11:00,9,5,8,7
2014-04-10 12:12:00,6,14,12,67
2014-04-10 12:13:00,4,3,13,5
2014-04-10 12:14:00,5,18,16,72
2014-04-10 12:15:00,7,10,6,39
2014-04-10 12:16:00,32,39,15,71
2014-04-10 12:17:00,4,6,0,20
2014-04-10 12:18:00,6,16,15,76
2014-04-10 12:19:00,0,2,21,23
2014-04-10 12:20:00,14,31,22,70
2014-04-10 12:21:00,1,16,0,14
2014-04-10 12:22:00,4,33,14,66
2014-04-10 12:23:00,3,4,8,9
2014-04-10 12:24:00,2,29,14,107
2014-04-10 12:25:00,8,10,6,19
2014-04-10 12:26:00,8,12,10,106
2014-04-10 12:27:00,3,1,3,6
2014-04-10 12:28:00,9,25,18,53
2014-04-10 12:29:00,0,3,16,21
2014-04-10 12:30:00,8,47,33,74
2014-04-10 12:31:00,5,7,0,5
2014-04-10 12:32:00,17,7,20,83
2014-04-10 12:33:00,10,19,30,18
2014-04-10 12:34:00,9,26,21,62
2014-04-10 12:35:00,30,3,1,8
2014-04-10 12:36:00,9,43,36,64
2014-04-10 12:37:00,3,12,0,15
2014-04-10 12:38:00,15,15,9,70
2014-04-10 12:39:00,14,6,2,7
2014-04-10 12:40:00,18,41,6,88
2014-04-10 12:41:00,4,7,0,10
2014-04-10 12:42:00,15,44,5,82
2014-04-10 12:43:00,25,4,15,24
2014-04-10 12:44:00,13,31,17,58
2014-04-10 12:45:00,4,1,1,40
2014-04-10 12:46:00,14,45,8,51
2014-04-10 12:47:00,2,4,5,5
2014-04-10 12:48:00,15,18,17,86
2014-04-10 12:49:00,1,5,0,6
2014-04-10 12:50:00,7,40,1,87
2014-04-10 12:51:00,1,7,15,32
2014-04-10 12:52:00,7,32,24,74
2014-04-10 12:53:00,8,4,9,5
2014-04-10 12:54:00,6,56,18,44
2014-04-10 12:55:00,5,2,11,21
2014-04-10 12:56:00,6,24,5,84
2014-04-10 12:57:00,0,9,7,27
2014-04-10 12:58:00,8,25,11,71
2014-04-10 12:59:00,3,4,0,25
2014-04-10 13:00:00,4,49,24,57
2014-04-10 13:01:00,3,3,1,40
2014-04-10 13:02:00,20,41,39,99
2014-04-10 13:03:00,0,12,4,10
2014-04-10 13:04:00,17,29,25,50
2014-04-10 13:05:00,9,1,4,8
2014-04-10 13:06:00,6,26,12,40
2014-04-10 13:07:00,3,2,1,10
2014-04-10 13:08:00,7,30,16,67
2014-04-10 13:09:00,1,2,2,35
2014-04-10 13:10:00,4,19,17,63
2014-04-10 13:11:00,0,5,17,3
2014-04-10 13:12:00,16,10,15,73
2014-04-10 13:13:00,6,2,9,28
2014-04-10 13:14:00,0,36,48,34
2014-04-10 13:15:00,14,6,3,30
2014-04-10 13:16:00,6,48,22,58
2014-04-10 13:17:00,5,10,7,26
2014-04-10 13:18:00,16,39,13,84
2014-04-10 13:19:00,16,8,5,16
2014-04-10 13:20:00,6,51,14,104
2014-04-10 13:21:00,1,1,23,18
2014-04-10 13:22:00,7,37,36,52
2014-04-10 13:23:00,1,6,17,12
2014-04-10 13:24:00,5,55,55,42
2014-04-10 13:25:00,5,9,9,29
2014-04-10 13:26:00,11,34,21,91
2014-04-10 13:27:00,16,2,3,1
2014-04-10 13:28:00,6,51,22,74
2014-04-10 13:29:00,0,0,2,72
2014-04-10 13:30:00,1,58,23,72
2014-04-10 13:31:00,1,2,6,33
2014-04-10 13:32:00,6,44,15,75
2014-04-10 13:33:00,2,2,4,41
2014-04-10 13:34:00,6,46,24,58
2014-04-10 13:35:00,5,1,25,16
2014-04-10 13:36:00,4,52,33,61
2014-04-10 13:37:00,2,1,27,6
2014-04-10 13:38:00,4,36,24,71
2014-04-10 13:39:00,2,1,8,5
2014-04-10 13:40:00,7,22,20,124
2014-04-10 13:41:00,1,1,21,39
2014-04-10 13:42:00,6,31,11,46
2014-04-10 13:43:00,6,0,9,22
2014-04-10 13:44:00,8,51,41,73
2014-04-10 13:45:00,3,14,37,18
2014-04-10 13:46:00,5,29,24,90
2014-04-10 13:47:00,2,0,34,11
2014-04-10 13:48:00,10,25,59,103
2014-04-10 13:49:00,1,3,12,22
2014-04-10 13:50:00,1,57,19,69
2014-04-10 13:51:00,0,15,10,21
2014-04-10 13:52:00,3,22,15,100
2014-04-10 13:53:00,5,0,6,42
2014-04-10 13:54:00,5,26,33,66
2014-04-10 13:55:00,0,12,3,9
2014-04-10 13:56:00,2,21,36,91
2014-04-10 13:57:00,2,2,23,20
2014-04-10 13:58:00,5,38,23,87
2014-04-10 13:59:00,5,9,19,56
2014-04-10 14:00:00,8,59,34,92
2014-04-10 14:01:00,2,4,26,13
2014-04-10 14:02:00,4,62,28,28
2014-04-10 14:03:00,12,6,5,17
2014-04-10 14:04:00,10,62,18,65
2014-04-10 14:05:00,5,3,3,20
2014-04-10 14:06:00,14,52,12,91
2014-04-10 14:07:00,1,3,9,6
2014-04-10 14:08:00,5,37,43,87
2014-04-10 14:09:00,5,0,29,16
2014-04-10 14:10:00,1,54,56,57
2014-04-10 14:11:00,0,0,14,18
2014-04-10 14:12:00,3,31,63,53
2014-04-10 14:13:00,11,8,10,6
2014-04-10 14:14:00,7,54,31,71
2014-04-10 14:15:00,1,20,13,57
2014-04-10 14:16:00,4,74,30,86
2014-04-10 14:17:00,1,0,18,12
2014-04-10 14:18:00,6,7,26,111
2014-04-10 14:19:00,6,1,27,25
2014-04-10 14:20:00,7,42,27,73
2014-04-10 14:21:00,7,8,6,13
2014-04-10 14:22:00,10,45,36,41
2014-04-10 14:23:00,2,1,16,24
2014-04-10 14:24:00,6,69,50,79
2014-04-10 14:25:00,2,13,32,12
2014-04-10 14:26:00,0,34,37,89
2014-04-10 14:27:00,13,4,15,39
2014-04-10 14:28:00,11,34,18,129
2014-04-10 14:29:00,3,5,32,35
2014-04-10 14:30:00,25,50,29,108
2014-04-10 14:31:00,8,0,20,23
2014-04-10 14:32:00,3,26,21,64
2014-04-10 14:33:00,11,7,19,21
2014-04-10 14:34:00,6,6,37,84
2014-04-10 14:35:00,0,6,10,26
2014-04-10 14:36:00,10,1,14,100
2014-04-10 14:37:00,5,1,2,40
2014-04-10 14:38:00,5,18,13,120
2014-04-10 14:39:00,4,12,13,49
2014-04-10 14:40:00,6,31,16,86
2014-04-10 14:41:00,0,8,21,46
2014-04-10 14:42:00,3,29,25,90
2014-04-10 14:43:00,1,1,15,16
2014-04-10 14:44:00,2,28,47,92
2014-04-10 14:45:00,0,2,21,32
2014-04-10 14:46:00,3,38,55,81
2014-04-10 14:47:00,4,3,5,57
2014-04-10 14:48:00,11,22,19,144
2014-04-10 14:49:00,4,9,14,35
2014-04-10 14:50:00,6,31,13,86
2014-04-10 14:51:00,7,5,37,11
2014-04-10 14:52:00,6,18,26,78
2014-04-10 14:53:00,0,2,2,16
2014-04-10 14:54:00,4,26,53,83
2014-04-10 14:55:00,9,3,12,24
2014-04-10 14:56:00,5,30,6,97
2014-04-10 14:57:00,0,3,7,8
2014-04-10 14:58:00,2,2,57,80
2014-04-10 14:59:00,0,0,12,49
2014-04-10 15:00:00,4,10,37,114
2014-04-10 15:01:00,6,2,23,53
2014-04-10 15:02:00,2,24,37,110
2014-04-10 15:03:00,0,0,16,32
2014-04-10 15:04:00,2,41,33,81
2014-04-10 15:05:00,0,2,2,10
2014-04-10 15:06:00,4,22,24,62
2014-04-10 15:07:00,0,11,6,26
2014-04-10 15:08:00,4,35,40,96
2014-04-10 15:09:00,0,0,23,24
2014-04-10 15:10:00,0,25,11,93
2014-04-10 15:11:00,3,6,14,11
2014-04-10 15:12:00,6,21,18,101
2014-04-10 15:13:00,0,12,41,31
2014-04-10 15:14:00,3,33,32,121
2014-04-10 15:15:00,11,1,19,19
2014-04-10 15:16:00,0,13,10,75
2014-04-10 15:17:00,4,1,27,13
2014-04-10 15:18:00,2,9,29,141
2014-04-10 15:19:00,0,1,2,19
2014-04-10 15:20:00,5,22,51,95
2014-04-10 15:21:00,0,6,37,60
2014-04-10 15:22:00,1,31,48,116
2014-04-10 15:23:00,3,3,21,85
2014-04-10 15:24:00,4,36,27,74
2014-04-10 15:25:00,0,1,13,9
2014-04-10 15:26:00,3,25,24,115
2014-04-10 15:27:00,3,0,9,31
2014-04-10 15:28:00,3,38,33,136
2014-04-10 15:29:00,0,2,1,49
2014-04-10 15:30:00,1,30,50,113
2014-04-10 15:31:00,0,0,8,14
2014-04-10 15:32:00,6,44,15,81
2014-04-10 15:33:00,1,1,7,30
2014-04-10 15:34:00,3,22,45,143
2014-04-10 15:35:00,1,2,30,33
2014-04-10 15:36:00,1,19,36,105
2014-04-10 15:37:00,0,0,28,36
2014-04-10 15:38:00,9,34,36,189
2014-04-10 15:39:00,1,3,39,31
2014-04-10 15:40:00,8,17,39,144
2014-04-10 15:41:00,4,0,4,24
2014-04-10 15:42:00,5,50,56,103
2014-04-10 15:43:00,3,3,24,33
2014-04-10 15:44:00,5,18,71,117
2014-04-10 15:45:00,0,5,18,28
2014-04-10 15:46:00,3,28,31,112
2014-04-10 15:47:00,0,2,9,33
2014-04-10 15:48:00,3,25,32,158
2014-04-10 15:49:00,0,4,7,59
2014-04-10 15:50:00,7,29,65,122
2014-04-10 15:51:00,1,0,17,41
2014-04-10 15:52:00,6,34,30,93
2014-04-10 15:53:00,0,3,15,19
2014-04-10 15:54:00,1,17,39,115
2014-04-10 15:55:00,11,1,20,15
2014-04-10 15:56:00,3,9,14,135
2014-04-10 15:57:00,0,1,30,28
2014-04-10 15:58:00,15,29,31,102
2014-04-10 15:59:00,0,5,11,20
2014-04-10 16:00:00,3,28,111,200
2014-04-10 16:01:00,2,1,13,58
2014-04-10 16:02:00,3,16,30,163
2014-04-10 16:03:00,3,6,9,39
2014-04-10 16:04:00,1,20,15,145
2014-04-10 16:05:00,1,3,3,63
2014-04-10 16:06:00,3,17,22,157
2014-04-10 16:07:00,0,3,4,48
2014-04-10 16:08:00,8,31,17,131
2014-04-10 16:09:00,13,0,10,35
2014-04-10 16:10:00,1,33,72,146
2014-04-10 16:11:00,1,0,14,82
2014-04-10 16:12:00,15,16,27,173
2014-04-10 16:13:00,0,8,17,39
2014-04-10 16:14:00,11,27,32,150
2014-04-10 16:15:00,1,12,2,55
2014-04-10 16:16:00,2,35,40,157
2014-04-10 16:17:00,2,1,20,23
2014-04-10 16:18:00,2,24,31,143
2014-04-10 16:19:00,5,2,11,19
2014-04-10 16:20:00,8,20,20,191
2014-04-10 16:21:00,1,0,29,39
2014-04-10 16:22:00,4,18,36,146
2014-04-10 16:23:00,1,2,63,12
2014-04-10 16:24:00,2,24,45,163
2014-04-10 16:25:00,2,3,23,34
2014-04-10 16:26:00,2,34,40,162
2014-04-10 16:27:00,0,4,5,44
2014-04-10 16:28:00,3,26,12,185
2014-04-10 16:29:00,15,3,15,38
2014-04-10 16:30:00,5,43,21,153
2014-04-10 16:31:00,3,0,17,17
2014-04-10 16:32:00,0,14,31,172
2014-04-10 16:33:00,0,1,17,8
2014-04-10 16:34:00,1,36,36,157
2014-04-10 16:35:00,2,11,43,27
2014-04-10 16:36:00,10,21,10,137
2014-04-10 16:37:00,3,7,3,17
